team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Rice,Scott Pera,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Pacific,Leonard Perry,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
South Dakota,Eric Peterson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Rutgers,Steve Pikiell,sports_reference_2023_coaches,3,0,0,0,2,0,0,0,3,0.7453
New Mexico,Richard Pitino,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Iona,Rick Pitino,sports_reference_2023_coaches,22,13,7,2,1,0,0,0,92,0.996
BYU,Mark Pope,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Murray St.,Steve Prohm,sports_reference_2023_coaches,4,1,0,0,1,0,0,0,6,0.8432
Winthrop,Mark Prosser,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
North Alabama,Tony Pujol,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Charleston Southern,Barclay Radebaugh,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Evansville,David Ragland,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Lehigh,Brett Reed,sports_reference_2023_coaches,2,0,0,0,2,0,0,0,2,0.6863
VCU,Mike Rhoades,sports_reference_2023_coaches,2,0,0,0,2,0,0,0,2,0.6863
Monmouth,King Rice,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Boise St.,Leon Rice,sports_reference_2023_coaches,3,0,0,0,3,0,0,0,3,0.7453
Louisiana-Monroe,Keith Richard,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Furman,Bob Richey,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
North Dakota St.,David Richman,sports_reference_2023_coaches,2,0,0,0,2,0,0,0,2,0.6863
UT-Martin,Ryan Ridder,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Eastern Washington,David Riley,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
South Alabama,Richie Riley,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Kansas,Norm Roberts,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Cleveland St.,Daniyal Robinson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Pepperdine,Lorenzo Romar,sports_reference_2023_coaches,7,3,0,0,0,0,0,0,13,0.9209
Houston,Kelvin Sampson,sports_reference_2023_coaches,18,6,2,0,4,3,1,0,38,0.9786
Charlotte,Ron Sanchez,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Binghamton,Levell Sanders,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
North Dakota,Paul Sather,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Indiana State,Josh Schertz,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Duke,Jon Scheyer,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
St. Bonaventure,Mark Schmidt,sports_reference_2023_coaches,3,0,0,0,3,0,0,0,3,0.7453
East Carolina,Michael Schwartz,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Air Force,Joe Scott,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Central Connecticut,Patrick Sellers,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Santa Clara,Herb Sendek,sports_reference_2023_coaches,8,1,0,0,0,0,0,0,10,0.8981
Kent St.,Rob Senderoff,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Penn St.,Micah Shrewsberry,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
North Carolina A&T,Phillip Shumpert,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
UNC Wilmington,Takayo Siddle,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Eastern Illinois,Marty Simmons,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Towson,Pat Skerry,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
New Orleans,Mark Slessinger,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Marquette,Shaka Smart,sports_reference_2023_coaches,9,1,1,0,1,0,0,0,15,0.929
Northern Colorado,Steve Smiley,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Prairie View,Byron Smith,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Utah,Craig Smith,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
High Point,G.G. Smith,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Cal Poly,John Smith,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Washington St.,Kyle Smith,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Drexel,Zach Spiker,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Morehead St.,Preston Spradlin,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Montana St.,Danny Sprinkle,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Vanderbilt,Jerry Stackhouse,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Western Kentucky,Rick Stansbury,sports_reference_2023_coaches,6,0,0,0,0,0,0,0,6,0.8432
Miami OH,Travis Steele,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Western Michigan,Dwayne Stephens,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Manhattan,RaShawn Stores,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
LIU,Rod Strickland,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
DePaul,Tony Stubblefield,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Kansas St.,Jerome Tang,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Abilene Christian,Brette Tanner,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
St. Thomas,John Tauer,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Elon,Billy Taylor,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Cal St. Fullerton,Dedrique Taylor,sports_reference_2023_coaches,2,0,0,0,2,0,0,0,2,0.6863
Bethune-Cookman,Reggie Theus,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Oregon St.,Wayne Tinkle,sports_reference_2023_coaches,5,1,0,0,2,1,0,0,7,0.87
Robert Morris,Andrew Toole,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
UC-Irvine,Russ Turner,sports_reference_2023_coaches,2,0,0,0,2,0,0,0,2,0.6863
Illinois,Brad Underwood,sports_reference_2023_coaches,6,0,0,0,2,0,0,0,6,0.8432
Fordham,Keith Urgo,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Loyola Chicago,Drew Valentine,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Seattle,Chris Victor,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Little Rock,Darrell Walker,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Bradley,Brian Wardle,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Delaware State,Stan Waterman,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Georgia,Michael White,sports_reference_2023_coaches,4,1,0,0,0,0,0,0,6,0.8432
Buffalo,Jim Whitesell,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Maryland,Kevin Willard,sports_reference_2023_coaches,5,0,0,0,0,0,0,0,5,0.8097
Texas A&M,Buzz Williams,sports_reference_2023_coaches,8,4,0,0,0,0,0,0,16,0.9343
Jackson State,Mo Williams,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
VMI,Andrew Wilson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Canisius,Reggie Witherspoon,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Southern,Sean Woods,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Indiana,Mike Woodson,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Denver,Jeff Wulbrun,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Illinois Chicago,Luke Yaklich,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Fairfield,Jay Young,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Virginia Tech,Mike Young,sports_reference_2023_coaches,7,0,0,0,2,0,0,0,7,0.87
East Texas A&M,Jaret von Rosenberg,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
